booked_y_n,LeadId,Surname,months_since_lead_gen,lead_gen_channel,Gender,Age,City,airline_loyalty_tier,no_of_family_members,is_6M_enquiry,is_3M_active
0,15723884,Nekrasova,5,Organic,Male,40,Chandigarh,None,2,0,0
1,15644453,Loggia,4,Direct,Female,41,Delhi,Silver,1,0,1
0,15655464,Combes,4,Networks,Female,67,Chandigarh,None,1,1,0
1,15783883,Onwuka,5,Direct,Female,38,Hyderabad,Base,1,0,1
1,15787693,Kharlamov,3,Organic,Male,38,Chandigarh,Silver,1,0,1
0,15664793,Scott,5,Organic,Female,50,Surat,Gold,2,1,0
1,15642391,Lettiere,4,Direct,Male,51,Delhi,Base,1,0,0
0,15756538,Osonduagwuike,4,Networks,Female,37,Chennai,None,1,1,0
0,15668830,Wan,4,Organic,Male,24,Mumbai,Base,1,0,1
0,15796569,Donaldson,6,Organic,Female,44,Cochin,None,1,1,0
0,15677112,Chukwufumnanya,3,Networks,Male,39,Bangalore,Base,2,0,1
1,15815040,Ma,3,Direct,Female,42,Mumbai,None,1,1,0
0,15590434,Alexander,3,Organic,Male,41,Delhi,None,1,1,0
0,15597536,Nkemjika,3,Organic,Male,45,Chennai,Silver,1,0,0
0,15723989,Carroll,4,Networks,Male,40,Chennai,None,2,1,1
0,15767358,Obioma,5,Direct,Female,45,Hyderabad,None,2,0,1
0,15594812,Campbell,6,Organic,Female,37,Bangalore,Silver,2,1,0
0,15688210,Sims,4,Networks,Female,39,Mumbai,None,1,0,0
0,15681509,McKay,4,Organic,Female,28,Ahmedabad,None,2,1,0
0,15572390,Huang,6,Organic,Female,39,New Delhi,None,2,0,1
0,15801441,Campbell,4,Direct,Female,35,Bangalore,None,1,1,0
0,15783859,Boni,5,Networks,Female,24,Chandigarh,Platinum,1,1,1
0,15575243,Gorbunova,5,Networks,Female,39,Hyderabad,Silver,2,1,1
0,15773421,Genovese,4,Networks,Female,42,Delhi,None,2,0,1
1,15788776,Landor,3,Direct,Male,49,New Delhi,Silver,3,0,1
1,15765257,Meng,3,Organic,Male,31,Chennai,Base,1,1,1
0,15661412,Wardell,5,Networks,Male,32,Mumbai,Platinum,1,0,1
0,15636478,Williams,4,Networks,Male,31,Surat,Silver,1,1,1
0,15603683,Ofodile,5,Organic,Female,23,Chandigarh,Gold,2,0,0
0,15651868,Clark,4,Networks,Male,34,New Delhi,None,1,0,0
0,15815443,Lo,3,Organic,Female,46,Cochin,Silver,1,0,1
0,15682686,Chukwuemeka,5,Networks,Female,38,Chandigarh,None,2,1,0
0,15697460,Lai,3,Direct,Male,34,Delhi,None,2,1,0
0,15748432,Arcuri,5,Networks,Female,32,Delhi,None,2,1,1
0,15698271,Graham,3,Networks,Female,26,Delhi,None,2,0,1
0,15808662,Krylov,4,Networks,Male,44,Chandigarh,None,2,0,1
0,15690372,Henry,3,Organic,Male,38,Hyderabad,Platinum,2,0,1
0,15781875,Jamieson,6,Organic,Male,33,Chandigarh,None,2,1,1
0,15801473,Moore,3,Direct,Male,33,Bangalore,None,2,0,1
0,15704509,Tan,2,Networks,Male,35,Mumbai,Base,1,0,0
1,15694666,Thornton,5,Organic,Male,48,Mumbai,None,1,1,1
0,15731166,Macleod,5,Networks,Female,30,Hyderabad,Silver,1,1,1
0,15728523,Rizzo,3,Networks,Male,41,Chennai,Silver,1,1,1
0,15788442,Chukwukadibia,4,Organic,Female,57,Bangalore,Platinum,1,1,0
1,15689781,Ts'ai,6,Networks,Female,49,Kolkata,None,1,0,0
0,15764226,Lu,4,Direct,Female,28,Mumbai,None,1,1,1
1,15809837,Kent,2,Direct,Female,66,New Delhi,Silver,2,1,1
0,15805212,Black,6,Networks,Female,67,Hyderabad,None,2,1,0
0,15716082,Chukwubuikem,5,Organic,Male,39,New Delhi,Gold,1,0,0
0,15643056,McMillan,5,Direct,Female,38,Hyderabad,None,1,1,0
1,15654859,Ngozichukwuka,4,Organic,Female,63,Bangalore,Silver,2,0,1
0,15761158,Y?an,5,Networks,Female,54,Surat,None,2,1,1
1,15577515,Sung,3,Direct,Female,55,Kolkata,Base,1,1,0
0,15723827,Macartney,4,Networks,Male,30,Delhi,Base,1,0,0
0,15646594,Ali,5,Networks,Male,41,Chennai,None,1,1,1
0,15712877,Morley,5,Organic,Male,36,Hyderabad,None,2,0,1
0,15598802,Martin,5,Organic,Male,30,Mumbai,None,2,1,0
0,15699340,Okorie,4,Networks,Male,37,Delhi,None,2,0,1
0,15691150,Ku,4,Networks,Female,32,Delhi,Base,1,1,1
0,15608688,Andreyeva,2,Networks,Male,34,Delhi,None,2,0,1
1,15737998,Cheng,3,Networks,Male,46,Mumbai,None,1,0,0
0,15735837,Hsia,3,Organic,Male,36,Chandigarh,None,2,1,1
0,15659100,Lane,4,Networks,Male,33,Ahmedabad,Silver,1,0,0
1,15609070,Findlay,3,Direct,Male,45,Surat,Base,3,1,1
0,15650313,Okonkwo,4,Direct,Male,65,New Delhi,Silver,1,1,1
0,15627699,Pirogova,3,Networks,Male,32,Cochin,None,1,0,1
1,15591010,McDonald,2,Direct,Male,55,Mumbai,Base,2,0,1
1,15798895,Okonkwo,3,Networks,Female,59,New Delhi,None,1,0,1
0,15745375,Nnanna,4,Direct,Male,23,Chandigarh,None,1,0,1
0,15775235,Ku,4,Networks,Female,36,New Delhi,Base,1,0,0
0,15780088,Porter,4,Organic,Male,34,Ahmedabad,Silver,1,0,1
0,15649379,Somayina,6,Networks,Female,46,Chandigarh,None,2,1,1
0,15713983,Mao,5,Direct,Male,34,Chennai,None,2,0,1
1,15709252,Fuller,4,Direct,Female,28,Cochin,None,1,1,0
0,15699238,Craig,4,Organic,Female,40,Mumbai,None,2,0,1
0,15732884,Trevisano,4,Networks,Male,29,Surat,Silver,1,0,0
0,15587297,Ruiz,3,Networks,Male,33,Surat,None,2,1,1
0,15684722,Fraser,2,Networks,Male,34,Chennai,Base,2,0,0
0,15621244,Gallo,4,Networks,Male,36,Kolkata,Base,1,1,1
0,15744273,Waterhouse,4,Direct,Male,30,New Delhi,Base,2,0,1
0,15682540,Cremonesi,4,Networks,Female,33,Mumbai,None,2,1,1
0,15636521,Feng,5,Organic,Female,30,Hyderabad,Base,1,1,1
0,15785339,H?,4,Networks,Female,50,Ahmedabad,Base,2,0,0
0,15638983,Jara,4,Networks,Female,38,Chennai,Silver,1,0,0
0,15654625,Wilson,2,Direct,Male,39,Mumbai,Base,2,1,1
0,15697310,O'Callaghan,3,Direct,Female,28,Chandigarh,Gold,1,0,0
0,15678210,Robson,4,Networks,Male,38,Chennai,None,2,1,1
0,15575438,Pease,4,Networks,Male,42,Surat,Base,1,1,1
0,15632789,Maclean,5,Networks,Male,30,Mumbai,None,2,1,1
1,15621423,Lavrentyev,5,Networks,Female,42,Surat,Base,3,0,0
0,15573520,Rhodes,4,Direct,Male,49,New Delhi,Base,2,1,0
0,15740458,Murphy,5,Organic,Male,36,Surat,Silver,1,0,1
0,15762799,Alexander,5,Direct,Male,23,Kolkata,Platinum,2,1,1
0,15686885,Nekrasov,5,Direct,Male,44,Chandigarh,Base,2,1,0
0,15565996,Arnold,4,Networks,Male,44,Mumbai,None,2,1,1
0,15662152,Trevisan,3,Networks,Female,38,Ahmedabad,Silver,1,0,0
0,15711742,Mason,5,Networks,Female,34,Delhi,None,1,1,1
0,15701885,Tucker,4,Networks,Female,40,Ahmedabad,None,2,1,0
0,15774262,Hobson,3,Direct,Male,52,Mumbai,None,2,1,1
0,15567839,Gordon,3,Networks,Male,42,Ahmedabad,Base,1,1,0
0,15644400,Anderson,5,Networks,Male,44,Ahmedabad,Silver,1,0,1
0,15797246,Terry,4,Direct,Female,34,Bangalore,None,2,0,1
0,15778290,Lappin,5,Networks,Male,70,Mumbai,None,1,1,1
0,15708714,Santiago,4,Networks,Female,33,New Delhi,None,2,0,1
0,15586183,Wallace,3,Networks,Female,35,Chennai,None,2,0,1
0,15761733,King,5,Networks,Female,42,Cochin,None,2,1,1
0,15773934,Fang,4,Networks,Male,33,New Delhi,None,1,0,1
0,15705343,May,4,Organic,Female,32,Surat,None,1,0,1
0,15593959,Travis,3,Networks,Male,28,Hyderabad,None,1,1,1
1,15664615,Nnachetam,4,Direct,Female,30,Chennai,Silver,1,1,1
0,15671014,Zhdanova,3,Organic,Female,72,Mumbai,None,1,1,1
0,15657778,Jefferson,4,Networks,Male,33,Hyderabad,None,2,0,0
0,15585192,Cremonesi,4,Organic,Male,39,Cochin,Silver,1,0,0
0,15592914,Fang,4,Networks,Female,29,Ahmedabad,None,2,1,1
0,15770995,Sinclair,5,Direct,Female,47,Hyderabad,Silver,1,0,1
0,15570990,Begley,3,Organic,Female,30,Delhi,Silver,2,0,0
0,15596165,Degtyarev,3,Direct,Male,25,Delhi,None,2,1,1
1,15788131,Atkins,4,Networks,Male,47,New Delhi,None,1,0,1
0,15800773,Ikenna,4,Organic,Female,28,Ahmedabad,None,1,1,1
0,15690153,Sun,4,Networks,Female,37,Delhi,Base,2,1,0
1,15638989,Lettiere,5,Networks,Female,25,Chennai,Platinum,1,0,0
1,15623210,Smith,2,Direct,Female,55,Mumbai,Gold,3,0,0
0,15652658,Finch,5,Networks,Male,36,Hyderabad,Gold,2,1,1
0,15684440,Monaldo,3,Direct,Male,32,Bangalore,None,1,1,1
1,15730287,Ugonna,4,Networks,Male,41,Mumbai,Gold,3,0,1
0,15720353,Chiang,3,Networks,Male,41,Hyderabad,None,2,0,1
0,15767231,Sun,5,Networks,Male,36,Surat,Silver,1,0,0
1,15761554,Blackburn,3,Networks,Male,54,Delhi,None,1,0,0
0,15706637,Chang,5,Organic,Male,40,Ahmedabad,None,2,0,0
0,15690492,Palermo,4,Networks,Male,41,New Delhi,None,2,0,1
0,15694237,McEwan,5,Organic,Male,39,Delhi,None,1,0,1
1,15729771,Davide,5,Direct,Male,31,Ahmedabad,Gold,1,1,0
0,15609823,Chieloka,5,Organic,Female,34,Mumbai,Silver,2,0,0
0,15793366,Humphreys,5,Direct,Male,35,Surat,None,2,1,1
0,15614813,Cocci,5,Direct,Female,46,Kolkata,Base,1,0,1
1,15566495,Hanson,5,Organic,Female,24,Bangalore,None,1,0,1
1,15707602,Macleod,3,Networks,Female,47,Bangalore,Silver,2,1,1
0,15635244,Ritchie,5,Networks,Female,29,New Delhi,None,2,1,1
0,15805627,Nebechukwu,4,Networks,Male,37,Bangalore,None,2,1,1
0,15607986,Nnamutaezinwa,3,Networks,Male,40,Cochin,Silver,1,1,1
0,15799785,Ikemefuna,4,Direct,Female,30,Delhi,None,1,1,1
0,15699963,Scott,3,Networks,Male,38,Hyderabad,Base,1,1,1
0,15624595,Chiang,3,Organic,Female,35,Chennai,Base,1,1,1
0,15629750,Artyomova,4,Networks,Male,35,Chennai,Silver,1,0,1
0,15651460,Hsieh,2,Organic,Male,34,Surat,None,1,1,1
0,15753550,Levien,4,Networks,Female,43,Surat,None,2,0,1
1,15594133,Erskine,4,Organic,Male,62,Surat,None,1,0,1
1,15772329,Fiorentino,3,Direct,Male,45,Mumbai,None,1,0,1
0,15591552,Okonkwo,3,Networks,Female,32,Surat,None,1,0,1
0,15750921,Monds,3,Networks,Male,37,Chennai,None,2,1,1
1,15701687,Campbell,4,Organic,Male,44,Surat,None,3,0,0
0,15728906,Ibekwe,4,Networks,Male,77,Chennai,None,2,1,1
0,15670029,Marcelo,2,Networks,Female,33,Surat,None,2,0,1
0,15763579,Castro,5,Direct,Female,36,Bangalore,None,2,1,1
0,15728010,Capon,2,Networks,Male,37,Chennai,None,2,1,0
1,15663194,Voronova,3,Direct,Female,40,Chandigarh,Base,1,1,1
1,15736510,Loggia,4,Organic,Female,57,Bangalore,None,3,0,1
0,15745804,Law,4,Networks,Male,25,Surat,None,2,1,1
0,15631451,Grant,4,Organic,Female,28,New Delhi,None,2,1,1
0,15746995,Greco,5,Direct,Male,31,Ahmedabad,Silver,1,0,1
0,15730673,Dietz,3,Direct,Male,40,Surat,Base,1,0,1
1,15734649,Martel,5,Organic,Female,55,Kolkata,Silver,1,0,1
0,15701081,Jarvis,5,Networks,Male,36,Bangalore,None,1,1,0
1,15632503,Meng,3,Networks,Female,32,Kolkata,Gold,1,0,1
0,15585928,Hay,6,Direct,Female,31,Bangalore,None,1,1,1
1,15648681,Voronoff,5,Networks,Female,47,Chennai,Silver,4,1,0
1,15747757,Trevascus,3,Direct,Female,58,Mumbai,Base,1,0,0
0,15718921,Ho,4,Organic,Male,32,Surat,Base,1,1,1
0,15571081,Hansen,5,Networks,Female,41,Surat,Platinum,1,1,1
0,15734578,Craig,5,Networks,Female,53,Hyderabad,Base,1,1,0
0,15579583,Hall,4,Organic,Female,40,Delhi,None,1,1,1
0,15622729,Sun,4,Networks,Female,46,Bangalore,None,2,1,1
0,15662189,Durant,2,Organic,Male,33,Chandigarh,None,1,1,1
0,15692718,Jackson,5,Networks,Female,38,Surat,None,2,0,0
1,15762716,Chigozie,5,Organic,Female,60,Cochin,Platinum,1,0,1
0,15724851,Farmer,3,Direct,Male,31,Ahmedabad,Base,1,0,1
0,15587266,Douglas,4,Direct,Female,27,New Delhi,Platinum,1,1,0
1,15675926,Ardis,4,Direct,Male,34,Surat,Base,1,0,1
0,15706268,Smith,4,Direct,Male,51,Hyderabad,Gold,1,1,1
0,15581871,Butler,3,Direct,Male,42,Surat,Silver,2,1,1
0,15666166,Pettry,4,Networks,Female,74,Kolkata,Base,1,1,1
0,15671582,John,4,Organic,Male,38,New Delhi,Base,1,1,1
0,15680901,Potter,4,Networks,Female,34,New Delhi,None,2,1,1
0,15642336,Shaw,4,Networks,Female,42,Ahmedabad,None,2,0,0
0,15653147,Boyle,3,Networks,Male,35,Bangalore,Silver,1,1,1
0,15571284,Elmore,5,Direct,Male,32,Kolkata,Base,2,1,1
0,15591360,Udinesi,4,Networks,Female,33,Delhi,None,2,1,0
0,15810485,Sun,2,Direct,Male,37,Hyderabad,None,1,0,0
0,15611973,Tuan,6,Networks,Male,55,Surat,None,2,1,1
1,15735572,Lawrence,4,Networks,Male,59,Ahmedabad,Base,1,1,1
1,15567860,Burrows,3,Organic,Female,44,Surat,Platinum,2,0,1
0,15795690,Shao,4,Networks,Male,31,Chandigarh,None,1,1,1
0,15706464,White,4,Organic,Male,35,Delhi,None,2,0,0
0,15725028,Chialuka,4,Networks,Male,29,Chandigarh,None,2,1,1
0,15751167,Toscano,4,Networks,Female,43,Delhi,None,2,1,1
0,15633944,McKay,4,Organic,Male,32,Chandigarh,Silver,1,1,1
0,15672637,Voronkov,3,Networks,Female,30,Delhi,None,1,0,1
0,15680895,Sal,4,Organic,Female,35,Surat,None,1,0,1
0,15793825,Ikechukwu,3,Networks,Male,39,Delhi,None,2,0,1
1,15611318,Kruglova,3,Organic,Male,33,Delhi,None,1,0,1
0,15768474,Clements,5,Organic,Male,34,Chandigarh,None,2,0,1
0,15716276,Kennedy,5,Networks,Female,34,Bangalore,Base,1,0,1
0,15623668,Johnson,4,Direct,Male,31,Bangalore,Gold,2,0,0
0,15696361,Chung,4,Direct,Male,31,Surat,Base,1,1,0
0,15607988,Garland,4,Direct,Female,37,Mumbai,Gold,1,0,1
0,15637891,Docherty,4,Direct,Female,43,Delhi,Silver,1,1,0
0,15789865,Nnaife,4,Networks,Male,28,Ahmedabad,None,1,1,0
0,15627190,Lettiere,4,Networks,Male,51,New Delhi,Gold,1,1,1
0,15788224,Sanderson,4,Direct,Male,45,Hyderabad,Base,1,0,0
0,15702149,Fomin,5,Direct,Female,33,Hyderabad,Silver,1,1,1
0,15708236,Wright,2,Networks,Female,72,New Delhi,None,1,1,1
0,15568469,Buckley,4,Networks,Male,43,Kolkata,None,2,0,1
0,15764444,Pan,4,Direct,Male,58,Mumbai,Base,2,1,1
0,15794204,Manna,4,Networks,Male,28,Surat,Base,1,1,1
0,15807546,Chinwendu,6,Networks,Female,38,Bangalore,None,2,1,1
0,15782159,Ndubuagha,6,Networks,Male,28,Mumbai,None,2,1,1
1,15618703,White,4,Organic,Female,53,New Delhi,Gold,1,1,0
0,15793317,Hale,3,Organic,Female,22,Surat,Silver,1,0,1
1,15740487,Ross,4,Networks,Female,41,New Delhi,None,3,1,1
0,15722479,Ikenna,5,Networks,Male,37,Hyderabad,None,2,1,0
0,15688264,Nkemdilim,4,Networks,Female,43,Kolkata,None,2,1,1
0,15583067,McMillan,4,Networks,Female,36,Delhi,None,1,1,0
1,15686670,Duke,3,Networks,Female,36,Bangalore,None,2,0,1
0,15593345,Bradbury,3,Direct,Female,33,New Delhi,Base,2,1,1
1,15811690,Bayley,5,Direct,Male,54,Bangalore,Silver,1,0,0
1,15734008,Bartlett,5,Direct,Male,59,Chennai,Gold,1,0,1
0,15771856,Cremin,4,Organic,Female,32,Hyderabad,None,2,0,1
0,15762045,Gilchrist,2,Direct,Female,37,Chennai,Silver,2,1,1
0,15778142,Shih,6,Direct,Female,31,Hyderabad,Silver,2,1,1
0,15689268,Fitzpatrick,3,Networks,Male,36,Ahmedabad,None,1,1,1
1,15721507,Pagan,5,Networks,Female,32,Hyderabad,Base,1,0,0
0,15750476,Hendrick,5,Organic,Male,24,Mumbai,None,2,0,1
1,15810723,Sanderson,4,Networks,Female,39,Cochin,None,3,0,1
0,15787229,Samsonova,5,Organic,Female,34,Bangalore,None,2,0,1
0,15570508,Azubuike,3,Networks,Male,49,Surat,None,1,0,1
1,15617065,Pan,4,Organic,Male,42,Delhi,Platinum,1,0,1
1,15689786,Massie,6,Direct,Male,56,Hyderabad,Platinum,1,0,0
0,15648876,Sandover,3,Networks,Female,34,Chennai,None,1,0,1
0,15802106,Craig,2,Networks,Male,34,Mumbai,Gold,1,0,1
0,15773869,Onwudiwe,5,Organic,Male,59,Delhi,Silver,1,1,1
0,15711635,Chu,5,Direct,Female,42,New Delhi,Silver,2,0,1
0,15795527,Zetticci,4,Organic,Male,43,Bangalore,Silver,2,0,1
0,15759133,Vaguine,4,Networks,Male,18,New Delhi,None,2,1,1
0,15679394,Owen,4,Networks,Female,41,Delhi,None,1,1,1
0,15801072,Hurst,4,Networks,Female,28,Surat,None,2,0,1
1,15646082,Harding,4,Networks,Female,34,Mumbai,None,1,0,1
1,15796111,Smith,5,Direct,Female,54,Mumbai,Silver,1,1,0
1,15670646,Moore,2,Organic,Female,42,Kolkata,Gold,1,1,1
0,15578722,Bradley,4,Networks,Male,39,Delhi,None,2,0,1
1,15815095,Burfitt,6,Organic,Male,54,Surat,Base,2,0,0
0,15730360,Mackenzie,3,Networks,Male,30,Delhi,None,2,1,1
0,15763194,Milanesi,4,Networks,Male,34,Surat,None,2,1,0
0,15720725,Shubin,5,Networks,Male,28,Bangalore,None,2,0,1
0,15567834,Nieves,5,Networks,Male,49,Chennai,None,1,1,1
0,15720644,Martin,5,Networks,Male,27,New Delhi,None,2,0,1
0,15811742,Jen,3,Organic,Male,42,Surat,None,2,0,1
0,15813363,Woods,2,Organic,Male,25,Bangalore,None,2,0,0
0,15717629,Docherty,4,Direct,Male,42,New Delhi,None,2,1,0
0,15713160,Lin,4,Organic,Male,25,Surat,Gold,2,0,1
0,15568878,Cheng,4,Organic,Male,34,Chennai,None,2,0,1
0,15809800,Korovina,5,Networks,Female,38,Delhi,None,2,0,0
1,15736420,Macdonald,3,Networks,Male,21,Delhi,Platinum,2,1,0
0,15757933,Hardy,5,Direct,Female,30,Hyderabad,None,1,0,1
0,15623072,Shaw,3,Organic,Female,35,Chennai,None,2,0,1
0,15683993,Knight,2,Networks,Female,37,Mumbai,Silver,2,0,1
0,15570947,Bruny,4,Organic,Female,29,Surat,Silver,2,1,1
1,15797767,Ikedinachukwu,3,Networks,Female,49,New Delhi,None,1,1,0
0,15731989,Moran,4,Networks,Male,36,Delhi,Base,2,0,1
0,15591035,Macleod,4,Organic,Male,54,New Delhi,None,1,1,0
1,15586479,Yin,4,Networks,Female,36,Delhi,None,1,0,1
0,15605872,Felix,5,Networks,Male,73,New Delhi,None,1,1,1
0,15666012,Rippey,4,Networks,Male,40,Delhi,None,2,1,1
0,15641733,Mishina,4,Networks,Female,34,Chennai,Platinum,1,0,1
1,15593178,Graham,3,Organic,Female,36,Cochin,Gold,1,1,1
0,15649183,Johnston,3,Organic,Female,35,Mumbai,None,3,1,0
0,15736399,Korovin,4,Organic,Male,42,Cochin,None,2,0,1
0,15751137,Lei,6,Direct,Female,36,Chandigarh,Platinum,1,0,1
0,15757188,Chimaijem,4,Organic,Female,26,Delhi,Gold,2,1,1
0,15726167,Scott,4,Networks,Male,37,Delhi,None,2,1,1
0,15624850,Grant,6,Networks,Male,30,Cochin,Gold,2,0,1
0,15717700,McIntyre,4,Organic,Male,34,Ahmedabad,Base,2,1,0
0,15716347,Griffin,4,Direct,Male,37,Surat,Silver,2,1,0
1,15696287,Converse,4,Direct,Female,38,Hyderabad,Base,1,1,1
0,15638871,Ch'ang,4,Networks,Male,77,New Delhi,None,2,1,1
0,15765093,Coates,5,Networks,Male,23,New Delhi,Platinum,1,1,1
0,15592999,Reid,4,Networks,Female,40,Kolkata,Base,1,1,1
0,15641715,Ts'ui,3,Networks,Male,34,Mumbai,None,2,1,1
0,15607746,Belstead,3,Networks,Female,36,Hyderabad,None,1,1,1
0,15625311,Dickinson,3,Direct,Female,41,Surat,None,1,1,1
1,15573077,Nwora,4,Direct,Female,25,Mumbai,Silver,1,1,1
0,15735106,Bishop,4,Organic,Male,28,New Delhi,Gold,2,0,1
1,15672912,Loggia,5,Organic,Female,39,Surat,Silver,2,0,0
0,15589881,Rowe,4,Networks,Female,41,Surat,None,2,1,1
0,15660144,Balashov,4,Networks,Male,38,Delhi,None,2,0,0
0,15664083,Ulyanova,4,Direct,Female,37,Bangalore,Gold,1,1,0
0,15690898,Bogolyubova,4,Networks,Male,44,Mumbai,Platinum,1,0,0
0,15808023,Remington,6,Networks,Female,29,Ahmedabad,Silver,1,1,1
0,15676909,Mishin,4,Organic,Female,34,Chennai,None,2,0,1
0,15764922,Tu,3,Organic,Male,20,Chandigarh,Platinum,1,0,1
0,15766734,Castiglione,2,Networks,Male,31,Chennai,None,1,0,1
0,15795079,Nnaife,3,Organic,Male,67,New Delhi,None,2,1,1
0,15757434,Yang,3,Networks,Male,28,Surat,Base,1,0,0
0,15673747,Ayers,3,Networks,Female,22,Mumbai,None,1,1,0
1,15808386,Cocci,5,Direct,Female,45,Surat,Silver,1,0,0
1,15603565,Mackenzie,4,Organic,Female,56,Chennai,None,2,0,1
1,15744044,Fiorentini,3,Direct,Male,47,Delhi,None,1,0,1
1,15577771,Akabueze,2,Direct,Female,40,Hyderabad,Base,1,1,1
0,15769548,Hyde,4,Networks,Female,37,Surat,Silver,1,0,1
1,15802071,Levi,5,Direct,Male,35,Hyderabad,Base,1,1,0
0,15677395,Nwabugwu,4,Networks,Female,39,Ahmedabad,Silver,2,0,0
0,15632010,Chia,4,Organic,Male,33,Surat,Base,2,0,1
1,15779492,Trevisano,5,Organic,Male,56,New Delhi,None,1,0,0
0,15694677,Bennetts,5,Networks,Male,39,Hyderabad,None,2,1,1
0,15704315,Teng,3,Networks,Male,34,Mumbai,Platinum,1,1,1
0,15742009,Hsueh,2,Organic,Male,58,Delhi,None,2,1,1
0,15766663,Mahmood,4,Networks,Male,22,Delhi,None,2,0,1
0,15742297,Sinclair,5,Networks,Male,35,Bangalore,Silver,1,1,1
0,15688059,Chin,6,Direct,Female,42,Ahmedabad,None,2,1,1
0,15752344,She,5,Organic,Male,34,Chennai,None,2,0,1
0,15698749,He,4,Direct,Female,23,New Delhi,None,1,0,1
0,15631693,Hill,4,Networks,Male,36,Surat,None,2,1,1
0,15604536,Vachon,6,Direct,Female,31,Delhi,Platinum,1,1,0
0,15802869,Ball,5,Direct,Female,45,Bangalore,None,2,1,1
0,15635598,Hsieh,6,Networks,Male,29,New Delhi,None,2,0,0
0,15592326,Baker,3,Networks,Male,36,Mumbai,None,2,1,0
0,15736533,Monaldo,5,Direct,Female,37,Chennai,Base,1,0,1
0,15647191,Lucchesi,4,Networks,Male,36,Delhi,None,2,0,1
0,15622507,Hamilton,5,Direct,Female,40,Chandigarh,None,2,0,0
0,15765487,Kuo,5,Direct,Female,38,Ahmedabad,Gold,1,1,1
0,15646521,Fan,4,Organic,Female,36,Hyderabad,None,1,1,1
0,15746258,Wright,4,Networks,Male,29,Surat,None,1,1,1
0,15692430,Milano,4,Direct,Male,36,Bangalore,Base,2,0,1
1,15625501,Wall,3,Direct,Male,38,Hyderabad,Silver,1,0,1
1,15640521,Chidumaga,3,Direct,Male,33,Chandigarh,Silver,1,0,1
1,15790630,Olisaemeka,4,Networks,Female,48,Delhi,None,1,0,0
0,15664720,Kovalyova,5,Organic,Male,33,Mumbai,Base,1,0,0
0,15750055,Onio,3,Organic,Male,32,Ahmedabad,None,2,1,1
0,15644878,Hill,4,Organic,Female,43,New Delhi,Base,1,0,0
0,15754578,Okeke,4,Networks,Female,35,Kolkata,Silver,2,0,1
0,15705379,Upjohn,4,Networks,Male,38,Chandigarh,None,2,0,1
0,15761047,H?,5,Direct,Male,31,Bangalore,Platinum,2,1,0
1,15671293,Marcus,5,Direct,Female,37,Bangalore,Silver,1,1,1
0,15687527,Yobachukwu,4,Organic,Male,35,Hyderabad,None,2,0,1
1,15647898,Russell,4,Organic,Female,50,Chennai,Silver,3,0,1
1,15671534,Hovell,4,Direct,Female,57,New Delhi,None,1,0,1
0,15591248,Chukwumaobim,4,Networks,Female,29,Ahmedabad,None,1,1,1
0,15676156,Boyle,3,Networks,Female,32,Delhi,None,2,0,1
0,15812918,Scott,2,Networks,Female,27,New Delhi,None,2,0,0
0,15604130,Johnstone,4,Organic,Female,47,New Delhi,Silver,1,0,0
0,15700549,Alvares,5,Networks,Male,54,Chennai,None,2,1,1
0,15715519,McDavid,4,Organic,Male,36,Chennai,None,2,0,1
0,15707042,Dellucci,4,Networks,Female,24,Bangalore,None,1,0,1
0,15605276,Brothers,5,Networks,Female,29,Delhi,None,2,1,1
1,15630592,Sanders,3,Networks,Female,45,Delhi,None,1,0,1
0,15636626,Morrison,5,Networks,Male,35,Chandigarh,None,1,1,1
0,15740411,Molle,4,Direct,Male,30,Mumbai,Silver,2,1,1
1,15593834,Genovese,4,Organic,Male,36,Surat,Silver,1,0,0
0,15804235,Zetticci,4,Networks,Female,37,Bangalore,Platinum,2,1,1
0,15679801,Hsueh,5,Organic,Female,39,Chennai,Platinum,2,1,1
0,15673907,Alexander,4,Networks,Male,20,Mumbai,None,2,0,0
0,15636562,Muravyova,3,Organic,Male,44,Mumbai,None,2,0,0
1,15702571,Wright,5,Direct,Female,35,Hyderabad,Gold,3,1,1
0,15627365,Calabresi,5,Networks,Male,46,Kolkata,None,2,1,1
1,15748499,Johnson,3,Direct,Male,33,Delhi,Base,1,1,0
0,15598614,Lucchesi,5,Organic,Male,20,Mumbai,None,2,0,1
1,15668889,Galgano,4,Direct,Female,43,Bangalore,Base,4,0,1
0,15800049,Grigoryeva,5,Organic,Female,43,Chennai,None,1,1,1
0,15583724,Raymond,4,Organic,Female,29,Delhi,None,2,1,1
0,15622083,Paterson,4,Direct,Male,30,New Delhi,Silver,2,0,1
0,15645571,Genovese,3,Organic,Male,32,Delhi,None,2,1,0
0,15598266,Martin,4,Networks,Male,40,Ahmedabad,None,1,1,1
0,15667934,Moretti,3,Networks,Male,36,Kolkata,Silver,1,0,1
1,15569682,Leckie,5,Direct,Male,37,Ahmedabad,Base,1,0,1
0,15772941,Lane,4,Direct,Male,30,Chandigarh,Base,1,1,0
0,15586174,Brodney,4,Direct,Female,30,Delhi,Base,1,1,1
0,15803682,Angelo,4,Direct,Female,37,Cochin,Base,2,1,1
0,15627328,Millar,3,Organic,Female,26,Bangalore,None,2,1,1
0,15717065,Balashov,4,Networks,Female,35,Mumbai,None,1,0,1
